Manufacturer,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Sales
Acer,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.5,84700,29344
Acer,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,2.1,59900,28146
Acer,Notebook,17.3,1920x1080,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows,3,80500,33950
Acer,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,3,85400,39867
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,72600,39248
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.18,79500,37422
Dell,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.56,81900,38650
Dell,Notebook,13.3,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,1.62,64900,40215
Asus,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.37,74900,28632
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.06,95500,32784
Dell,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD,Windows,1.95,81000,35192
Dell,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.29,149900,29515
Dell,Notebook,15.6,3840x2160,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.06,174900,40931
Asus,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.2,112900,32288
Asus,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.1,131500,26871
Asus,Ultrabook,13.3,1920x1080,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows,1.45,102600,34260
Asus,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD +  500GB HDD,Nvidia GeForce,Windows,2.69,89100,26142
Asus,Notebook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.4,115000,34615
Asus,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2,76900,32467
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows,2.2,71900,33384
Dell,2 in 1 Convertible,17.3,1920x1080,Intel Core i5,12,1TB HDD,Nvidia GeForce,Windows,2.77,99900,29352
Asus,Gaming,17.3,1920x1080,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,136990,28417
Dell,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,58952,39164
Dell,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,AMD Radeon,Windows,2.3,63900,26494
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,1TB HDD,Intel UHD,Windows,1.55,65900,36056
Dell,Notebook,14,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.6,112671,36354
Asus,Notebook,15.6,1920x1080,Intel Core i5,8,128GB HDD,Intel HD,Windows,2.3,59000,29003
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.9,111699,37498
Asus,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,51900,38258
Asus,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.27,92800,35442
Dell,Notebook,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,88900,28306
Dell,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.42,184185,41807
Acer,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.12,98900,30758
Acer,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.4,55900,35252
Dell,Ultrabook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.9,104900,38314
Acer,Ultrabook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.6,77000,35654
Dell,Ultrabook,13.3,1920x1080,Intel Core i5,8,128GB SSD,Intel UHD,Windows,1.22,97900,36245
Dell,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD,Windows,2.25,55900,36117
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows,2.2,79741,28736
Dell,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.62,98500,36182
Asus,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,57900,40604
Dell,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.23,139900,30539
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.9,117900,35439
Dell,Notebook,15.6,1920x1080,Intel Core i5,16,512GB SSD,Intel HD,Windows,1.93,142666,40279
Dell,Gaming,15.6,1920x1080,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.21,205100,38319
Dell,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,108900,38590
Dell,Notebook,15.6,1366x768,Intel Core i5,8,500GB HDD,Intel HD,Windows,1.9,100852,38564
Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.93,95900,32720
Dell,Ultrabook,13.3,3840x2160,Intel Core i5,8,128GB SSD,Intel UHD,Windows,1.21,159900,26547
Dell,Ultrabook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.7,87900,40811
Asus,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Linux,2,55900,41874
Apple,Ultrabook,13.3,2560x1600,Intel Core i5,8,512GB SSD,Intel Iris,macOS,1.37,195890,28683
Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.9,137700,33804
Dell,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,AMD Radeon,Windows,2.3,58500,36543
Dell,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.64,127973,34042
Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.1,54000,35115
Asus,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3,93800,27255
Lenovo,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,98900,27605
HP,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,AMD FirePro,Windows,1.9,115400,39583
Toshiba,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.1,78000,35320
HP,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.35,112900,34231
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.88,93200,40153
HP,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel UHD,Windows,2.1,79400,38915
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.84,114400,30259
HP,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.95,114900,39347
Toshiba,Ultrabook,14,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.25,109000,29781
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.28,179900,39070
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.96,49900,26128
HP,Notebook,14,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.54,103099,26926
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows,1.84,134900,31643
Toshiba,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD,Windows,2,79300,26708
HP,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,2.04,97900,39903
HP,Notebook,13.3,1920x1080,Intel Core i5,4,500GB HDD,Intel UHD,Windows,1.49,75400,30123
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.48,126800,28545
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,1.64,104926,32044
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.64,101051,26395
HP,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.49,96000,36087
HP,Netbook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.26,166900,28155
HP,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.95,106000,28612
HP,Notebook,14,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.95,120500,33018
Google,Ultrabook,12.3,2400x1600,Intel Core i5,8,256GB SSD,Intel HD,Chrome OS,1.1,155900,41122
HP,Notebook,14,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.31,112400,29594
Toshiba,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.25,153500,33660
HP,Notebook,14,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.48,159000,34786
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,No OS,2.2,46800,30306
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel UHD,Windows,1.8,82900,32466
Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows,2.1,49300,27030
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD,Windows,1.9,54900,37437
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.8,119100,30397
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,1.87,85707,26369
Toshiba,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.1,60200,33163
Huawei,Ultrabook,13,2160x1440,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.05,134900,33625
Fujitsu,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.2,73900,39168
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.48,162900,38499
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD,Windows,1.84,210334,30207
HP,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.63,108000,34210
HP,Notebook,14,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.64,97300,28190
HP,Ultrabook,12.5,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.26,153900,38885
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.31,116500,31998
HP,Notebook,13.3,1920x1080,Intel Core i5,4,500GB HDD,Intel UHD,Windows,1.49,67500,32656
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.95,119500,29363
HP,Notebook,14,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.95,126500,39275
Fujitsu,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.2,79900,39749
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.04,74200,27527
Dell,Ultrabook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.6,114900,40311
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.43,146900,30559
HP,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.26,119900,26656
HP,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.75,139900,30746
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,6,1TB HDD,Intel HD,Windows,2.4,56400,40703
HP,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.11,114900,31628
HP,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.26,124400,41109
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.95,98000,40547
HP,Notebook,17.3,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.5,89600,39398
HP,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.31,94000,29932
HP,Netbook,12.5,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows,2.4,159900,29895
HP,Netbook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.26,138900,29884
HP,Notebook,14,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.54,109999,27338
HP,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.5,92300,40198
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.1,87900,39819
HP,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,2.04,83900,27565
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.28,170000,38367
HP,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.04,97900,29836
HP,2 in 1 Convertible,13.3,3840x2160,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.29,149900,33639
HP,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.16,169000,36077
Toshiba,Notebook,14,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.75,102000,40534
HP,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,Windows,1.86,48869,26417
HP,Ultrabook,12.5,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.26,157900,30556
HP,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.34,118900,36686
HP,Notebook,17.3,1920x1080,Intel Core i5,6,2TB HDD,AMD Radeon,Windows,2.71,69900,37029
Xiaomi,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,No OS,1.3,99990,36448
HP,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,2.5,92800,28189
Google,Ultrabook,12.3,2400x1600,Intel Core i5,8,128GB SSD,Intel HD,Chrome OS,1.1,127500,30828
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,AMD Radeon,No OS,2.32,59900,28886
HP,2 in 1 Convertible,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.3,68480,37862
HP,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.04,55900,36156
HP,Notebook,13.3,1920x1080,Intel Core i5,8,512GB SSD,Intel UHD,Windows,1.49,95900,41199
HP,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,109900,27848
HP,Notebook,14,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.54,100000,31713
HP,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.26,155900,36525
HP,Ultrabook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.26,189500,38609
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.28,227700,37581
HP,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.31,118900,29936
HP,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.07,91000,27306
HP,Notebook,14,1920x1080,Intel Core i5,8,1TB HDD,Intel UHD,Windows,1.63,81200,37832
HP,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.63,91000,41750
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.31,119900,40333
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.43,151300,37408
HP,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.64,77900,31794
Dell,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD,Windows,2.18,65700,31429
HP,Ultrabook,14,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.48,108200,30879
HP,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,1.86,63900,39258
Dell,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,AMD Radeon,Windows,2.2,74900,32029
HP,Notebook,15.6,1920x1080,Intel Core i5,6,256GB SSD,AMD Radeon,Windows,1.91,61900,38312
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.84,190000,41998
HP,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.04,80600,29527
HP,Notebook,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,97700,41908
HP,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.91,57900,39645
Fujitsu,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,2.3,64900,29610
HP,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.04,84650,38019
Xiaomi,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,1.28,93500,29825
Dell,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.65,119500,26712
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,1GB SSD,Intel HD,Windows,1.7,136400,30123
HP,Notebook,14,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.48,109999,34895
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.65,146500,32989
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.86,48500,33838
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.88,157900,31613
HP,Notebook,13.3,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.32,69900,30578
HP,2 in 1 Convertible,13.3,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.58,83660,39880
HP,Notebook,14,1920x1080,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows,1.58,65900,29491
Toshiba,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.95,118000,38284
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.2,119500,31604
Toshiba,Notebook,14,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.47,110500,36803
Toshiba,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2,94300,41800
Lenovo,Notebook,15.6,1366x768,Intel Core i5,8,2TB HDD,Nvidia GeForce,No OS,2.2,54900,39833
Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.3,119900,30777
HP,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.63,86000,29319
MSI,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,111991,39852
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.32,165000,26129
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,512GB SSD,Intel HD,Windows,1.37,182500,36699
Lenovo,Ultrabook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.32,179900,34044
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,1.5,109900,26224
Lenovo,Notebook,17.3,1600x900,Intel Core i5,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,71900,34714
MSI,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.2,99790,32813
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows,2.3,85066,31319
Lenovo,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,101700,36452
Lenovo,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,No OS,2.4,77900,40308
MSI,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,109500,32332
HP,Notebook,17.3,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.5,91400,39195
Lenovo,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,80900,26608
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.2,153500,38038
Toshiba,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.2,111900,39034
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.95,139000,26073
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.7,147400,37125
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,47699,29389
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.2,121300,36427
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,No OS,1.86,57500,26590
Toshiba,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows,2,106400,30904
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.96,59899,38595
HP,Workstation,17.3,1600x900,Intel Core i5,8,500GB HDD,Nvidia Quadro,Windows,3.14,186099,38301
Toshiba,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2,125800,35581
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.86,69000,40463
HP,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel UHD,Windows,2.04,52147,38423
HP,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.04,88900,31448
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.5,97300,30106
HP,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel UHD,Windows,1.63,72200,35197
HP,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.1,72200,35924
HP,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,AMD Radeon,Windows,1.91,61899,37675
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.26,139899,36172
HP,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel UHD,Windows,1.49,72600,27881
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.86,39390,37602
HP,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD,Windows,1.91,58900,32092
Lenovo,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.1,99900,27685
HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon,Windows,1.86,61261,34864
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.2,46700,39253
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.2,146000,41677
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.02,134000,37771
Toshiba,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.2,119500,32960
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.15,46235,35785
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,1.9,81300,34748
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows,2.4,60900,31575
Lenovo,Notebook,17.3,1600x900,Intel Core i5,8,256GB SSD,Nvidia GeForce,No OS,2.8,69800,31401
Microsoft,Ultrabook,13.5,2256x1504,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.252,134000,36459
Lenovo,Ultrabook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.32,149900,33108
Microsoft,Ultrabook,13.5,2256x1504,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.252,108900,28809
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.36,142900,35962
Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,48990,27013
Lenovo,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.44,96000,35638
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.7,99900,30798
Samsung,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,0.81,149900,35964
Toshiba,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows,2,86000,26169
Lenovo,Ultrabook,14,1920x1080,Intel Core i5,4,1GB SSD,Intel HD,Windows,1.7,109600,31736
Toshiba,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.75,91500,40060
Lenovo,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows,2.08,95900,38503
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.3,83000,34588
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows,1.9,81795,37587
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.3,101199,37930
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.3,103400,33321
MSI,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.2,102774,39838
Lenovo,Notebook,14,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.7,69900,35588
Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.38,105500,36198
